id,link_id,genus,species,sex,category,trait,value,reference,credit,email,notes,,
,Bombus_terrestris_15,Bombus,Bombus terrestris,,Morphology,Intertegular span,4.126,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_terrestris_16,Bombus,Bombus terrestris,,Morphology,Intertegular span,4.450,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_terrestris_17,Bombus,Bombus terrestris,,Morphology,Intertegular span,4.468,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_terrestris_18,Bombus,Bombus terrestris,,Morphology,Intertegular span,4.641,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_terrestris_19,Bombus,Bombus terrestris,,Morphology,Weight,0.2779,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_terrestris_20,Bombus,Bombus terrestris,,Morphology,Weight,0.2288,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_terrestris_21,Bombus,Bombus terrestris,,Morphology,Weight,0.1755,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_terrestris_22,Bombus,Bombus terrestris,,Morphology,Weight,0.1259,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_terrestris_23,Bombus,Bombus terrestris,,Morphology,Weight,0.1677,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_terrestris_24,Bombus,Bombus terrestris,,Morphology,Weight,0.1233,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_terrestris_25,Bombus,Bombus terrestris,,Morphology,Weight,0.1665,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_terrestris_26,Bombus,Bombus terrestris,,Morphology,Weight,0.1930,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_terrestris_27,Bombus,Bombus terrestris,,Morphology,Weight,0.1664,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_terrestris_28,Bombus,Bombus terrestris,,Morphology,Weight,0.1725,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_terrestris_29,Bombus,Bombus terrestris,,Morphology,Weight,0.1981,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_terrestris_30,Bombus,Bombus terrestris,,Morphology,Weight,0.1566,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_terrestris_31,Bombus,Bombus terrestris,Male,Morphology,Intertegular span,3.7400,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,Palencia,,
,Bombus_terrestris_32,Bombus,Bombus terrestris,Male,Morphology,Intertegular span,4.6900,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,Ávila,,
,Bombus_terrestris_33,Bombus,Bombus terrestris,Male,Morphology,Intertegular span,4.1600,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Bombus_terrestris_34,Bombus,Bombus terrestris,Male,Morphology,Intertegular span,4.1700,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Zamora,,
,Bombus_terrestris_35,Bombus,Bombus terrestris,Male,Morphology,Intertegular span,4.1500,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Bombus_terrestris_36,Bombus,Bombus terrestris,Female,Morphology,Intertegular span,4.3300,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,4.0260,
,Bombus_terrestris_37,Bombus,Bombus terrestris,Female,Morphology,Intertegular span,3.9100,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,4.378,
,Bombus_terrestris_38,Bombus,Bombus terrestris,Female,Morphology,Intertegular span,4.4200,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Salamanca,6.2520,
,Bombus_terrestris_39,Bombus,Bombus terrestris,Female,Morphology,Intertegular span,3.9400,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Segovia,,
,Bombus_terrestris_40,Bombus,Bombus terrestris,Female,Morphology,Intertegular span,3.5300,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Bombus_terrestris_41,Bombus,Bombus terrestris,Queen,Morphology,Intertegular span,6.1400,M A Collado,Enrique Asensio,xmiguelangelcolladox@gmail.com,Valladolid,,
,Bombus_terrestris_42,Bombus,Bombus terrestris,Queen,Morphology,Intertegular span,6.2600,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Bombus_terrestris_43,Bombus,Bombus terrestris,Queen,Morphology,Intertegular span,6.4300,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Bombus_terrestris_44,Bombus,Bombus terrestris,Queen,Morphology,Intertegular span,6.3500,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Bombus_terrestris_45,Bombus,Bombus terrestris,Queen,Morphology,Intertegular span,6.0800,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Xylocopa_valga_1,Xylocopa,Xylocopa valga,,Morphology,Intertegular span,7.593,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Xylocopa_valga_2,Xylocopa,Xylocopa valga,,Morphology,Intertegular span,6.455,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Xylocopa_valga_3,Xylocopa,Xylocopa valga,,Morphology,Weight,0.7588,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Xylocopa_valga_4,Xylocopa,Xylocopa valga,,Morphology,Weight,0.4849,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Xylocopa_valga_5,Xylocopa,Xylocopa valga,Male,Morphology,Intertegular span,6.8400,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Xylocopa_valga_6,Xylocopa,Xylocopa valga,Male,Morphology,Intertegular span,6.6500,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Zamora,,
,Xylocopa_valga_7,Xylocopa,Xylocopa valga,Male,Morphology,Intertegular span,6.3000,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Zamora,,
,Xylocopa_valga_8,Xylocopa,Xylocopa valga,Male,Morphology,Intertegular span,6.7600,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Xylocopa_valga_9,Xylocopa,Xylocopa valga,Male,Morphology,Intertegular span,7.2200,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Xylocopa_valga_10,Xylocopa,Xylocopa valga,Female,Morphology,Intertegular span,7.6000,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,7.6440,
,Xylocopa_valga_11,Xylocopa,Xylocopa valga,Female,Morphology,Intertegular span,7.4100,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Zamora,,
,Xylocopa_valga_12,Xylocopa,Xylocopa valga,Female,Morphology,Intertegular span,7.3300,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Xylocopa_valga_13,Xylocopa,Xylocopa valga,Female,Morphology,Intertegular span,8.0300,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Zamora,,
,Xylocopa_valga_14,Xylocopa,Xylocopa valga,Female,Morphology,Intertegular span,7.8500,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Zamora,,
,Xylocopa_violacea_1,Xylocopa,Xylocopa violacea,Male,Morphology,Intertegular span,6.1200,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Ávila,,
,Xylocopa_violacea_2,Xylocopa,Xylocopa violacea,Male,Morphology,Intertegular span,5.9200,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Burgos,,
,Xylocopa_violacea_3,Xylocopa,Xylocopa violacea,Male,Morphology,Intertegular span,6.4400,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Xylocopa_violacea_4,Xylocopa,Xylocopa violacea,Male,Morphology,Intertegular span,6.4100,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Xylocopa_violacea_5,Xylocopa,Xylocopa violacea,Male,Morphology,Intertegular span,6.4000,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Ávila,,
,Xylocopa_violacea_6,Xylocopa,Xylocopa violacea,Female,Morphology,Intertegular span,6.4600,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Salamanca,6.5560,
,Xylocopa_violacea_7,Xylocopa,Xylocopa violacea,Female,Morphology,Intertegular span,6.4600,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,León,,
,Xylocopa_violacea_8,Xylocopa,Xylocopa violacea,Female,Morphology,Intertegular span,6.8300,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Xylocopa_violacea_9,Xylocopa,Xylocopa violacea,Female,Morphology,Intertegular span,6.8500,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Xylocopa_violacea_10,Xylocopa,Xylocopa violacea,Female,Morphology,Intertegular span,6.1800,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Zamora,,
,Flavipanurgus_venustus_1,Flavipanurgus,Flavipanurgus venustus,,Morphology,Intertegular span,1.874,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,1.854,
,Flavipanurgus_venustus_2,Flavipanurgus,Flavipanurgus venustus,,Morphology,Intertegular span,1.833,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Flavipanurgus_venustus_3,Flavipanurgus,Flavipanurgus venustus,,Morphology,Weight,0.0203,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Flavipanurgus_venustus_4,Flavipanurgus,Flavipanurgus venustus,,Morphology,Weight,0.0206,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Osmia_4,Osmia,Osmia,,Morphology,Intertegular span,3.063,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Osmia_5,Osmia,Osmia,,Morphology,Weight,0.0625,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Anthidium_andinum_1,Anthidium,Anthidium andinum,Female,Behaviour,Brood cell,6,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_andinum_2,Anthidium,Anthidium andinum,Female,Behaviour,Brood cell,8,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_andinum_3,Anthidium,Anthidium andinum,Female,Behaviour,Brood cell,9,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_decaspilum_1,Anthidium,Anthidium decaspilum,Female,Behaviour,Brood cell,5,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_decaspilum_2,Anthidium,Anthidium decaspilum,Female,Behaviour,Brood cell,3,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_decaspilum_3,Anthidium,Anthidium decaspilum,Female,Behaviour,Brood cell,8,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_decaspilum_4,Anthidium,Anthidium decaspilum,Female,Behaviour,Brood cell,8,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_decaspilum_5,Anthidium,Anthidium decaspilum,Female,Behaviour,Brood cell,12,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_decaspilum_6,Anthidium,Anthidium decaspilum,Female,Behaviour,Brood cell,10,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_decaspilum_7,Anthidium,Anthidium decaspilum,Female,Behaviour,Brood cell,1,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_decaspilum_8,Anthidium,Anthidium decaspilum,Female,Behaviour,Brood cell,7,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_decaspilum_9,Anthidium,Anthidium decaspilum,Female,Behaviour,Brood cell,8,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_rubripes_1,Anthidium,Anthidium rubripes,Female,Behaviour,Brood cell,3,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_rubripes_2,Anthidium,Anthidium rubripes,Female,Behaviour,Brood cell,7,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_rubripes_3,Anthidium,Anthidium rubripes,Female,Behaviour,Brood cell,9,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_rubripes_4,Anthidium,Anthidium rubripes,Female,Behaviour,Brood cell,5,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_rubripes_5,Anthidium,Anthidium rubripes,Female,Behaviour,Brood cell,5,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_rubripes_6,Anthidium,Anthidium rubripes,Female,Behaviour,Brood cell,7,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_rubripes_7,Anthidium,Anthidium rubripes,Female,Behaviour,Brood cell,10,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_rubripes_8,Anthidium,Anthidium rubripes,Female,Behaviour,Brood cell,7,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_rubripes_9,Anthidium,Anthidium rubripes,Female,Behaviour,Brood cell,10,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_rubripes_10,Anthidium,Anthidium rubripes,Female,Behaviour,Brood cell,8,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_rubripes_11,Anthidium,Anthidium rubripes,Female,Behaviour,Brood cell,4,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_rubripes_12,Anthidium,Anthidium rubripes,Female,Behaviour,Brood cell,7,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_vingipunctatum_1,Anthidium,Anthidium vingipunctatum,Female,Behaviour,Brood cell,4,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_vingipunctatum_2,Anthidium,Anthidium vingipunctatum,Female,Behaviour,Brood cell,6,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_vingipunctatum_3,Anthidium,Anthidium vingipunctatum,Female,Behaviour,Brood cell,6,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_vingipunctatum_4,Anthidium,Anthidium vingipunctatum,Female,Behaviour,Brood cell,7,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_vingipunctatum_5,Anthidium,Anthidium vingipunctatum,Female,Behaviour,Brood cell,5,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_vingipunctatum_6,Anthidium,Anthidium vingipunctatum,Female,Behaviour,Brood cell,3,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_vingipunctatum_7,Anthidium,Anthidium vingipunctatum,Female,Behaviour,Brood cell,3,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_vingipunctatum_8,Anthidium,Anthidium vingipunctatum,Female,Behaviour,Brood cell,2,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_vingipunctatum_9,Anthidium,Anthidium vingipunctatum,Female,Behaviour,Brood cell,4,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Anthidium_vingipunctatum_10,Anthidium,Anthidium vingipunctatum,Female,Behaviour,Brood cell,4,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_1,Megachile,Megachile,Female,Behaviour,Brood cell,2,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_2,Megachile,Megachile,Female,Behaviour,Brood cell,7,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_3,Megachile,Megachile,Female,Behaviour,Brood cell,5,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_4,Megachile,Megachile,Female,Behaviour,Brood cell,5,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_5,Megachile,Megachile,Female,Behaviour,Brood cell,5,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_6,Megachile,Megachile,Female,Behaviour,Brood cell,7,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_7,Megachile,Megachile,Female,Behaviour,Brood cell,4,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_8,Megachile,Megachile,Female,Behaviour,Brood cell,5,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_9,Megachile,Megachile,Female,Behaviour,Brood cell,5,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_10,Megachile,Megachile,Female,Behaviour,Brood cell,6,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_11,Megachile,Megachile,Female,Behaviour,Brood cell,5,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_12,Megachile,Megachile,Female,Behaviour,Brood cell,6,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_ctenophora_1,Megachile,Megachile ctenophora,Female,Behaviour,Brood cell,6,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_ctenophora_2,Megachile,Megachile ctenophora,Female,Behaviour,Brood cell,6,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_ctenophora_3,Megachile,Megachile ctenophora,Female,Behaviour,Brood cell,3,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_ctenophora_4,Megachile,Megachile ctenophora,Female,Behaviour,Brood cell,4,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_ctenophora_5,Megachile,Megachile ctenophora,Female,Behaviour,Brood cell,4,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_ctenophora_6,Megachile,Megachile ctenophora,Female,Behaviour,Brood cell,8,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_ctenophora_7,Megachile,Megachile ctenophora,Female,Behaviour,Brood cell,2,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_ctenophora_8,Megachile,Megachile ctenophora,Female,Behaviour,Brood cell,4,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_ctenophora_9,Megachile,Megachile ctenophora,Female,Behaviour,Brood cell,9,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_ctenophora_10,Megachile,Megachile ctenophora,Female,Behaviour,Brood cell,8,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_ctenophora_11,Megachile,Megachile ctenophora,Female,Behaviour,Brood cell,8,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_ctenophora_12,Megachile,Megachile ctenophora,Female,Behaviour,Brood cell,5,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_ctenophora_13,Megachile,Megachile ctenophora,Female,Behaviour,Brood cell,8,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_13,Megachile,Megachile,Female,Behaviour,Brood cell,10,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_14,Megachile,Megachile,Female,Behaviour,Brood cell,6,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_15,Megachile,Megachile,Female,Behaviour,Brood cell,6,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_16,Megachile,Megachile,Female,Behaviour,Brood cell,5,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_17,Megachile,Megachile,Female,Behaviour,Brood cell,4,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_18,Megachile,Megachile,Female,Behaviour,Brood cell,4,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Megachile_19,Megachile,Megachile,Female,Behaviour,Brood cell,6,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Mourecotelles_triciliatus_1,Mourecotelles,Mourecotelles triciliatus,Female,Behaviour,Brood cell,10,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Mourecotelles_triciliatus_2,Mourecotelles,Mourecotelles triciliatus,Female,Behaviour,Brood cell,3,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Trichothurgus_laticeps_1,Trichothurgus,Trichothurgus laticeps,Female,Behaviour,Brood cell,14,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Trichothurgus_laticeps_2,Trichothurgus,Trichothurgus laticeps,Female,Behaviour,Brood cell,10,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Trichothurgus_laticeps_3,Trichothurgus,Trichothurgus laticeps,Female,Behaviour,Brood cell,12,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Trichothurgus_laticeps_4,Trichothurgus,Trichothurgus laticeps,Female,Behaviour,Brood cell,10,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Trichothurgus_laticeps_5,Trichothurgus,Trichothurgus laticeps,Female,Behaviour,Brood cell,11,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Trichothurgus_laticeps_6,Trichothurgus,Trichothurgus laticeps,Female,Behaviour,Brood cell,12,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Trichothurgus_laticeps_7,Trichothurgus,Trichothurgus laticeps,Female,Behaviour,Brood cell,13,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Trichothurgus_laticeps_8,Trichothurgus,Trichothurgus laticeps,Female,Behaviour,Brood cell,14,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Trichothurgus_laticeps_9,Trichothurgus,Trichothurgus laticeps,Female,Behaviour,Brood cell,11,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Trichothurgus_laticeps_10,Trichothurgus,Trichothurgus laticeps,Female,Behaviour,Brood cell,3,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Trichothurgus_laticeps_11,Trichothurgus,Trichothurgus laticeps,Female,Behaviour,Brood cell,9,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Trichothurgus_laticeps_12,Trichothurgus,Trichothurgus laticeps,Female,Behaviour,Brood cell,22,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Xylocopa_ordinaria_1,Xylocopa,Xylocopa ordinaria,Female,Behaviour,Brood cell,6,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Xylocopa_ordinaria_2,Xylocopa,Xylocopa ordinaria,Female,Behaviour,Brood cell,5,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Xylocopa_ordinaria_3,Xylocopa,Xylocopa ordinaria,Female,Behaviour,Brood cell,3,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Xylocopa_ordinaria_4,Xylocopa,Xylocopa ordinaria,Female,Behaviour,Brood cell,3,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Xylocopa_ordinaria_5,Xylocopa,Xylocopa ordinaria,Female,Behaviour,Brood cell,5,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Xylocopa_ordinaria_6,Xylocopa,Xylocopa ordinaria,Female,Behaviour,Brood cell,6,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Xylocopa_ordinaria_7,Xylocopa,Xylocopa ordinaria,Female,Behaviour,Brood cell,3,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
